,Text
19,"Dari berbagai kebijakan SG semasa pandemi, saya paling ga habis fikir itu yang seputar anak-anak sekolah. Sejak Juni 2020, mau kasus nol ataupun melejit seperti sekarang, selalu tatap muka. Mungkin hanya 1-2 minggu saja online waktu sekolah anak-anak jadi cluster kecil tahun lalu"
20,"Summits Planner Cluster Awards Ceremony 2022 (@ Resorts World Convention Centre in Sentosa Island, Singapore) https://t.co/4mNRL6WaLh"
21,Summits Planner Cluster Q1 Kick Off 2022 (@ S.Y.H. Logistics Building in Singapore) https://t.co/8uarEnWd5Z
22,Feel blessed to be part of this cluster group to serve those who need my guidance and services 😇 @ Fraser Place Puteri Harbour Johor https://t.co/wdlNxjUQP1
23,"His work in Kasetsart University and papers on grid and distributed computing, parallel and batch Linux cluster computing, on Globus, Beowulf, on SQMS, on SMILE,"
24,"448 Omicron COVID-19 cases detected in Singapore to date; new cluster linked to bar on River Valley Road 

 https://t.co/EPOglJhJBz"
25,@redscribe Plus my gym had a cluster which I missed by 24hrs
26,Singapore has reported its first suspected local omicron cluster https://t.co/InNh5o0UI7 via @bpolitics
27,"Suspected COVID-19 Omicron cluster at Anytime Fitness outlet in Bukit Timah Shopping Centre 

 https://t.co/RdyYiUXGJx"
28,“Correlations and cluster analyses show that high levels of secure funding for public media systems and strong structural protections for the political and economic independence of those systems are consistently and positively correlated with healthy democracies.” https://t.co/JNn1wvKzaX
29,"Happy to announce the 2022 IEEE AWPL special cluster on #Metasurfaces for #antennas. 
The special cluster is open for submission! https://t.co/urnP7Cpbpf"
30,@singnoname @GaryKLH At least not a cluster f***
31,"Masih aja ya.

Calon cluster baru 😢 https://t.co/PkQ9OC3gYX"
32,"""The piece is interesting and nicely built, focusing on a cluster of AIs. A family of them. And it’s a bit heartbreaking, but makes for a lovely read!""

From Charles, a lovely and thoughtful review, as always, of my (and other) @clarkesworld stories https://t.co/aFlcGsHVDD"
33,"See and click to learn more about available resale landed house and new launch cluster landed home Belgravia Ace listings which I believe you may find some of interest to you. 

#LandedHomes
#PremiumLandedHomes
#SemiDetached
#TerraceHouse
#BelgraviaAce https://t.co/d7XXPF0VFB"
34,"An inside look at how TTSH battled back after becoming Singapore's first COVID-19 hospital cluster 

 https://t.co/u5bR9y5Kaa"
35,Having sex may be the solution to curing a splitting headache. Researchers from the University of Munster in Germany have found that sexual activity was successful in treating migraines in 60 percent sufferers and in one-third of patients with cluster headaches.
36,"New large COVID-19 cluster of more than 100 cases identified at IMH 

 https://t.co/zbVfqvFpX1"
37,Must be super long never come causeway point. Got new cluster of building woodland square..
38,"🇨🇳 News story - Argus' #copper concentrate treatment and refining charges (TC/RCs) index for #smelter purchases rose by 5.8pc this week, supported by a cluster of spot trades and offers with deliveries in 4Q: https://t.co/dxaaV68JQF | #ArgusMetals #China https://t.co/95ZLoxeQHq"
39,I really wanna collect today but I also don’t want to get into an #AppleStore cluster and die. Why your delivery and pickup so far apart one??? https://t.co/nm7OU5VI6X https://t.co/bB6muT6h0X
40,Thread runut kejadian cluster kecil di madrasah anak-anak 2 minggu lalu: https://t.co/0FKroWJHT0
41,"Slowly. More shops will close as cluster emerge inevitably.

Singaporean should start ownself reduce human traffic flow.

Stop going out lah. 

Just go to Ur neighbourhood if u need breather."
42,Airport seems pretty quiet compared to before emerging of airport cluster.
43,@tyirong I poked too deep. Totally regret haha. I had to go for PCR also cause my office got people kena and I seated in same cluster. Now waiting for PCR also 😅🙏🏼
44,"Argh that lamp post... Hahahahahaha oh well...
*here for for some night duties to settle for work. Got cluster here recently don't come for no reason... @ Chinatown https://t.co/WuAh0AwSuL"
45,"Taiwan is closing and contact tracking still with delta impossible to prevent appearing in their country also..

Their Vax rate is still low. One state has just ban dine in again due to cluster. Vax rate only 30% fully vax. 

Singapore. 81%.

Go see Australia news too."
46,"Really all just masterbating..

China some places no mask? Ya.. they burning lots of money with will mass mega testing mah..did u bother to do the math or not.. how fucking expensive to test whole city of few millions EACH time a cluster appear.. 

China is major world"
47,"Check forum.

Really boliao people there talking abt change of reporting style.

What is alternative?

Dun Vax... Then more people get severe and die.

Be China? Lock country. Mass test million whenever got cluster. U provide money huh to do aggressive??

We Singapore is"
48,"Govt has to still take care of total number, which is related to ICU number and hence doctor and nurses health too...

So whatever things that help.. like Tracetogether, safe entry..

To prevent super large cluster...

We will try to remain... Unless got good reasons to drop it!!"
49,"Udah masuk berita, cluster di Madrasah nya anak-anak.

New Covid-19 cluster at madrasah in Braddell Road; Jurong Fishery Port cluster closed https://t.co/Q4rycweTyT https://t.co/PEmsHEWUg3"
50,"Covid cluster are sure taking turns to become trending.

The only criteria that prompt restriction will be hospital capacity left.

So it's still technically possible that endemic may not turn out if hospitalisation rate climbs.

Go go Singapore.

Our nurses and doctors"
51,"However, there are active clusters at six bus interchanges across the island. A cluster is also growing at the popular Bugis Junction. :("
52,All the KTVs in golden mile are all alive and well...I am now a cluster away from a mandatory poke
53,At the hawker center where satay man patronise KTV cluster.
54,"@egottliebMD #InfectiousDisease = cluster @infctiousteachr 

what about pulmo/respiMed, @BagaMD 😅"
55,"After the KTV and Jurong fishery port cluster..

Every cluster like preschool one look damn noob liao..

Really is habituation is everything.

If ur country is used to dying 500 people everyday by covid. Like in some country.

Dying 20 people daily looks quite good news ."
56,Childcare centre cluster grew to 31. My whole life is panicking. 🥲
57,"Gowes Bareng Bocah.. #golekjajanan #sengpentingsehat #alhamdulillah #mashaallah @ Cluster Puri Legenda, BatamCentre https://t.co/OBtJOyT9zQ"
58,Being surrounded by active cluster is no fun. I’ve heard multiple ambulance drive pass. Sending massive love to those affected
59,"My son was a close contact of a cluster. Tiya’s family isn’t even in singapore but keep calling him to check on Abdiel. Even his only family member in singapore checked on us frequently😂 i mean…. It dawned on me, I literally have nobody. Omg. 😂😅"
60,Cluster at SAFRA Tampines! Close all the gyms!!
61,"YB TS DG , cluster Parliament ??? https://t.co/2FjYTyW09y"
62,R7 by the worst cluster to do
63,"YB TS DG , are you going to close the hospital if the cluster is link to hospitals ??? https://t.co/iCi3a7jVuG"
64,Planning a trip to IKEA Jurong tmr. And today there's a wuwu cluster there. This Jem is really cursed.
65,Tak habis2 gang cluster mahkamah Umno nak buat huru hara ye.... https://t.co/NfIPIhFrdV
66,Ya lah YB TS DG termasuk cluster Parliament !!! https://t.co/gwiTDdX5Gb
67,"@Mei2Namaku padahal per hari ini angka kasusnya menurun terus. semoga ga jd cluster baru. batam kembali sehat, ekonomi kembali lancar..🙏🙏 https://t.co/5nH6Ei6NQd"
68,"hari² flexin dekat story lepas tu nak berbual kontol pasal orang yang turun pergi #LAWAN kerajaan. Acah² prihatin takut akan ada cluster baru. BUTO. Tak payah buat riot, kau duduk dalam rumah pon kes dah 10k keatas hari²."
69,"@my_sejahtera Can your apps track movement of all the participants? Any conclusion that no cluster will be resulted from it?@KKMPutrajaya
@yoongkhean"
70,"@IsmailSabri60 @HishammuddinH2O 
@DGHisham 
@DrAdhamBaba 
@Khairykj 
@anwaribrahim 
@hannahyeoh 

Do you think these will trigger a Cluster? @yinshaoloong https://t.co/6CHj70DTCn"
71,YB TS DG ada termasuk cluster parliament ??? https://t.co/LiRfOsr7ql
72,"Tiba² ada cluster lawan...
Mesti menteri keluar statement ""Haa, lawan la lagi""."
73,"Remember all the frames we went IKEA risking our lives during the covid-19 outbreak at JEM JCUBE WESTGATE cluster @sgjgsax @ Bukit Panjang, Singapore https://t.co/rWa7Tg7OPr"
74,"21.7.2021 - Hari Raya Haji's cluster?
-#Dormitory https://t.co/M612gwtpm5"
75,"The Jurong Fishery Port cluster has grown to 929 cases!!! 

Will the number of cases rise to 1k ?"
76,"Singapore reports 37th COVID-19 fatality; woman was unvaccinated and linked to 121 Bukit Merah View cluster

https://t.co/TEto1U0pCe"
77,Singapore's Marina Bay Sands Casino will shut for two weeks after authorities detected a Covid cluster there https://t.co/SZvf3pXsts via @business
78,New covid 19 cluster at mbs😍👍🏽🔫
79,"If there wasn’t ktv cluster, there won’t be Jurong fishery port cluster kunji 😒😒😒 https://t.co/PLI5BWT6oE"
80,i think this might be the biggest cluster eversince jewel
81,@SimplySukiP Sudden cluster form aindi for breaking rules so em cheyyalem anna
82,@DzungLeVN @nurjannahzain And we are back to Phase 2 Heightened Alert on Thursday. The trigger was the KTV cluster due to the irresponsible actions of some.
83,I guess we all Singaporeans have ALL the rights to be angry at the government including those who involved with KTV cluster. Dah buat onar orang yang buat KTV cluster ni sepatutnya direjam secara berjemaah. Menyusahkan umat sejagat aje!
84,"Ffs! Since that KTV cluster, the cases are getting higher everyday. 😑 now we’re back to 160+ yday. Puta naman tong mga taong to, cannot tame their penises and pussies, aye?"
85,"@banterladdd Not about KTV, more about the Jurong Port Fishery cluster"
86,NDP cluster. 🔥
87,"And healthy bars also had to close coz of those stupid KTV cluster. After long closure how we supposed to pay Mt high rent and bills with no income?? No support from landlords Government 😭😭 
https://t.co/N0bFnZXrYL"
88,"Assuming that virus has a time lag of 1 week..

The current 1 week 12-18 July number reflects 5-11 July what we do.. which is 
Dine in 2 people and complacent , dunno whether to test cos low cases everyday... 

We have since started capturing cluster by 4 ring method since let's"
89,"To all those who started the KTV cluster and flouted the rules, may you rot in hell."
90,I understand it’s very difficult for working parents to handle kids and work. But isn’t it extremely inconsiderate to send your sick child to school and now creating a cluster of flu bug?
91,"It's not about places . It's about codes it eventually lead to clusters or not . Which the govt is reporting .

Right now . There is only fishery main cluster .

As KTV is dwindling.. and more or less catch main ones liao..

Damn boliao.. these faked people info!! https://t.co/ve0Rm4CZKB"
92,"So we can focus on ringing fishery!

At least we know for sure which connection is infectious chain in Singapore now!

We can strengthen future occurrences better!

Dun forget to learn.
I am confident we can handle finished fishery and markets outbreak before next super cluster!"
93,New cluster. Congrats Malaysia 🎉 . Eh no. Congrats azmin ali.
94,"The number of active cluster detected 

Means govt is Actually testing fierce and sharply and committed to find positive cases.

In other countries..

Govt will be like.. just agar agar test lah.. we too tired to think where the virus is already .

Singapore govt be like. No!"
95,"Okay, there is a bus stop near my client's place which some buses will en route to my home. Unfortunately, the route itself will pass to the recently reported COVID cluster resulting a lot of cases. So in the end, I'll just take the alternative, to walk to the Train Station. 🥴"
96,@AdamFlinter Indeed and the latest cluster location plays right in the fears of the good hard working families of Singapore so it will not help the shift to the endemic approach which is definitely the right way to go once enough people are vaccinated
97,Case 64697 cluster is what?? Got 37 Liao..
98,I would go too faster than speed of light even after covid cluster shaming  if they send me this kind of picture. https://t.co/4aAeTvLjkx
99,"I also swabbed at regional center guai guai after dental consultation at End of May at Hougang village knowing there GT possible cluster risk and sure enough one or two days later govt say the blocks and visitor there u can swab for free!! And so I just do my part!

Come"
100,"Down until first PCR test show negative.

I am sure my tuition center boss is aware of the tuition center cluster risk trigger which make us go back into online tuition again .

Guess what?

We still alive.

In terms of position. My family is safest with vaccine downloaded liao"
101,"The fishery cluster has prove to us Singaporean willingness to undergo mass delusion to think that only KTV type situation can mass spread.

If we remove our goldfish memory.

Previous big cluster
Cleaner
Bukit merah view
Westgate
Changi airport
Tan tock sent
2020 clusters"
102,"But message from covid is loud and clear.

They will spread at almost everywhere and any situation.

It's nothing much to do with KTV cluster only.

So dun lie to ourselves by focusing on KTV.

It's everywhere now is of risk since we are currently doing all business open"
103,"Obvious that Bukit merah view spread during no dine in period already shows us that virus is good and fast and silent, even people take away only.

So it's obvious that the next cluster will occur soon. And occur anywhere possibly as long as they are people.. maybe when"
104,A friend of mine visited an eatery near a large cluster last week and she has been anxious since. I decided to try out a COVID-19 Antigen Rapid Self-Test with her and the results were negative!! Quick and easy for a peace of mind! https://t.co/eoNfhduU6M
105,Many mysteries cluster will surface ! https://t.co/cSvilE2KNk
106,"Also , previously it's based on market at Bukit merah view.

Like all cluster. In good countries like Singapore. They will eventually be stopped and end. 

In weaker countries, it leads to endless high and endless seeding to next cluster that causes nationwide lockdown."
107,"UK variant never flare. Singaporean shut up 

South Asian variant never flare. Singapore shut up.

Indian variant leak. Singaporean ""I told you so!""

Oct 2020 allow FnB pivot. Singaporean shut up.

July 2021 FnB pivot create cluster. Singaporean ""I told you so! So stupid!"" https://t.co/1jf1HOI1Yd"
108,"Singapore govt is right to follow virus wherever it goes.

Hindsight warrior assumes infinite resources when they said should have done this or that when 

The truth is that the virus has its own timing which cluster to rear its head.

Lockdown everything is suicidal policy https://t.co/Csqxg77E8B"
109,Some parallel between Singapore and Taiwan cluster fears..
110,@SailaSawari xtahu la wei bile nak balik…aku plan kalo terus mcm ni nxt year balik for good terus…keje cam biasa je….sini so far sume ok…cuma recently cases naik sbb cluster ktv…😂😂
111,"Singapore reports 53 new locally transmitted COVID-19 cases, including 32 linked to KTV cluster; 2 new clusters

https://t.co/ipwxDqOGFo"
112,Should not call this the #KTVcluster … pls rename it to #CKPcluster Chee Ko Pek Cluster! Not all KTV are like that!
113,"Rock Sh'bam with mask free!! 100% energy; 100% adrenaline!!

Last day?! Next week probably back to wearing mask!! Thanks to the KTV cluster 😒 @ Fitness First Singapore https://t.co/0FR5q5riJ1"
114,Dinner was at an ex cluster ...RIP me
115,me to those who caused the cluster https://t.co/JE58UC6PKS https://t.co/ec4oZnKMUy
116,Ktv cluster ทะลุ 120 รายไปแล้ว 😭
117,"All nightlife businesses that pivoted to F&amp;B to be suspended for 2 weeks as KTV COVID-19 cluster grows 

https://t.co/6FRFztgHor"
118,"Sooo now its Punggol Cluster? Or Pancake Cluster? Then 2-week closure of Shopping Centre + HEIGHTENED ALERT 3.0🤷🏽‍♂️ 

Ya'll just really asking for it seriously🖕🏽
Covid may or may not go away but these people's STUPIDITY is here to stay 
#SoDone https://t.co/rHpjklOvvh"
119,"Ung di sila takot sa covid, pero mas takot sila sa asawa nila.. yan.. sige KTV pa more.. Lagot kayo ngayon sa mga asawa niyo. 🤣🤣 dami tuloy naging cluster ng covid sa KTV"
120,"When is the Zaobao editorial on the KTV clusters coming out, as most of it readers are responsible for the latest cluster?

Can’t use Critical Race Theory or “wEsTeRn vALuEs” to explain away Chines privilege this time. https://t.co/gU0CPvvHoK"
121,"With the KTV cluster in SG, it is time for wives and gfs to acknowledge that their other half who is boring and only play pc or console games at home is the best bf/husband thing to do.."
122,"Singapore reports 42 new locally transmitted COVID-19 cases, including 34 linked to KTV cluster

https://t.co/kUwlo0hMp1"
123,"The cluster is also a biological problem whether prostitution is legalised or not

Men will find it either way!

So police is never catching finished

U can apply capital punishment to the foreigner providing prostitution illegally . 

But then backlash will happen in other way"
124,"Oct 2020 allow business to pivot to FnB with rules... And have been dining them when break rules.

U all hindsight expert now see cluster at July 2021 then say crap!! 

Where were u all between OCT20 TO July21??

F&amp;B licences of 3 former nightlife revoked

https://t.co/y2qfANTEhJ"
125,"If not balestier, beach road.. whole orchard road area middle road cluster.. it will not force me to come bedok 85 market.. so that is the good effect..."
126,"Alot of Singaporean not living in central Singapore cluster are going out madly at their shopping center out of fear it will be next unlucky cluster soon..

The irony of things.. of human behaviour.."
127,"They expect govt can know exactly when the covid virus like to strike which cluster this time?

Govt got bionic eyes is it??

Hindsight complainers!!

Like that govt EVERYTHING  on the defensive loh!

Ask SIA eat grass for next one year.. u die is Ur business..we just steal"
128,"Same crap as CECA

Got Changi cluster. Scold govt for that issue of India 

Now scold govt for issue of social pass.  

As if it is so easy to control ALL the levers all the different department of govt is managing everyday as things fluctuates!!

Damn privilege strawberries!"
129,"Privilege people again complaining about govt handling of hostess social pass issues as if they are the ones who only suffered

Pui!

These faked people only care about their family issues only..

They expect which country can have NO CLUSTER!

So easy meh! Hindsight stirrer"
130,"The current #KTV Cluster is only one of many, even more common when our borders reopens.

In order to progress into the New Normal, getting #vaccinated is the best way moving forward. So if you still haven’t gotten your vaccination, please consider https://t.co/XRWy4fvfza https://t.co/LHajlpZ9rf"
131,"Situation looks quite good! 

It's really down to our fast NET we have Put in place!

Taiwan cases shoot up to few hundreds from their KTV cluster cos their system more porous.

Ours we put detection sensor at many places, even with patron reluctance to come out testing."
132,"There were 42 new local coronavirus cases confirmed as at Thursday noon (July 15), including 33 cases linked to the growing cluster linked to KTV and nightclubs here.

17 were linked to previous cases and quarantined while 20 were linked and detected

5 unlinked"
133,"Today cases got dropped.

Really a result of fast testing and contact tracing despite patron high chance of evading govt ..

Once we capture bulk of KTV people through cajoling them and telling them it's confidential.

Then rest of fires of cluster resulted from KTV we can do"
134,"Singaporeans also weirdo..

Some Singaporeans are now whacking govt for not enforcing enough cos got cluster form.

Some Singaporean are now whacking govt for worrying too much cos it's supposed to be endemic .really is won Liao loh.

Govt can split Singapore into two is it?"
135,So I’ve been told that I should be nicer and empathetic to the (irresponsible)people that were involved in the KTV cluster
136,"Really when come to twitter is become instantaneous politician Sia.

Just casually say KTV cluster is caused by lack of enforcement."
137,"Is known.. so it's easy to stop this future weak spot by adjusting laws..

But the problem is that this mega cluster will next unearth more types of cluster this week or next which then perpetuate the high count.

It's not impossible for case count to explode and lead to lockdown"
138,"In 20 years, Mediacorp might make a series about the KTV Covid Cluster due to one hostess..

To be titled - Madame Butterfly.."
139,"Of nightlife mega cluster which happens in almost every country which has this same issue where they explode even more.

So a sense of understanding of how viral stories work will help u to understand alot of the superficial nature of the modern society. 

I see alot of anti"
140,"Over 1 and half year.

Singaporeans sometimes really lack perspective of real world .

Too cosy here already. Alot of things happen, we cannot see objectively.

There are important steps to be done for this cluster and govt is thinking hard to decide some fine points.."
141,"To be honest. KTV cluster is just another very viral issue now.

All people are using this issue.

At the end of the day. This too shall passed. 

And then there will be another next saga. And another. And another. And another. Most people are milking it.

It's not as if it"
142,"I mean
The govt even made a music video about what to expect Liao
.....

So it's really all along we know there has to be a cluster coming soon like a movie trailer telling u that the movie is 

""Coming to a theatre near u""

https://t.co/1l2nwVGDLQ"
143,"Night club really is high risk place.

To be honest.

Only now.. from Feb 2020 till July 2021.

Then got night club spread is already very good.

Other countries long ago got nightclub mega cluster.

It's where alot of hard core criminal portion of covid 19. 

So these people"
144,@cherrysuarez Yung KTV cluster andami 😥
145,"That satay chicken wing stall ... 

Satay assistant is the one who got it.

So all you all satay customer at that one .. please take care and minimise socialisation..

Spread the news... 

My student tomorrow how?? He lived near there leh.. 

Why everytime I am near cluster?!"
146,Who called it KTV cluster and not cluster fuck? https://t.co/cY34S8S6HO
147,"Basically. Alot of guessing game now as each individual close to mega cluster 

Will now activate their protect their own backside vs loyalty Vs covid risk factors calculation"
148,"@camsiedoodledoo Thanks, Cams. Not in danger naman na (compared sa dati na yung market namin sa baba yung may cluster) but mag-rollback na naman sila ng restrictions for sure haist."
149,@jiojared KTV cluster 🤦🏻‍♀️
150,"See Thailand u will know the trajectory upper range..

But Singapore govt very quick..

So will not hit upper range from this cluster!!!

https://t.co/BsEVN7r04X"
151,"As Vietnam virus spreads outward in random way...

More ring fence will occur randomly to wherever the ktv cluster people beings them..

So it's 

UFO catcher now...

See which of us is unlucky one..

Which further cluster will this mega hub leads to??? https://t.co/MQnSQSG9Hh"
152,"Homaygahd. Nag-1/0 na yan nung isang araw eh. Sheesh, another big cluster 😭 https://t.co/eYDg6hkbz0"
153,"あら、56人に増えちゃった。
KTVだけで53人って相当密に大人数がいたんだな。

56 new locally transmitted COVID-19 cases in Singapore; KTV lounge cluster grows to 53 infections
https://t.co/3l5uAuwQIX"
154,"56 new locally transmitted COVID-19 cases in Singapore; KTV lounge cluster grows to 53 infections

https://t.co/b7oNxBuvhn"
155,This KTV cluster kena test COVID 🦠 aje eh? Lain test tak perlu?
156,"Sooo… it seems like the KTV cluster and cruise ship case are linked 🤦🏻‍♀️

41 new COVID-19 cases linked to KTV cluster; situation ‘troubling and disappointing’, says Ong Ye Kung
https://t.co/YHuGbzU7ZX"
157,"56 new locally transmitted Covid-19 cases, 41 linked to KTV cluster involving social hostesses https://t.co/crkxkBfbHk via @TODAYonline"
158,"19 new locally transmitted COVID-19 cases in Singapore; KTV lounge cluster grows to 12 infections

https://t.co/5ln6RUJcVI"
159,"19 local
4 unlinked
8 related to Vietnam cluster
5 already in quarantined."
160,Another day another cluster
161,@takashi0128 much like the hospital cluster we had recently lo...
162,"Everywhere . 

If u really know about nature of virus.

A cluster and high intermingling case leading to another possible big cluster to cause huge wave of testing and tracing 

Is norm in all countries.

Dun be daft. Low chance of getting covid does not mean no chance."
163,"Actually have not had cluster is gym . And they are being identified as high risk place. 

Cos I believe due to indoor, heavy breathing nature . 

The virus is always circulating forever. 
Complacency will only go up.

Singaporean learn NOTHING from Bukit merah event."
164,"Police is also catching still on unsafe business as reported all the time periodically on newspaper every quarter of the year. 

It's only normal all these will create cluster.

Totally on line with prediction for any govt that is planning for long term.

The only place that"
165,"To be frank. After the power Bukit merah.

I was totally puzzled we could maintain so low number like 1 unlinked case per day for a period given that we allowed done in since 21 June. 

The vietnam socialised ktv lady causing cluster is the normal thing.

In Korea, taiwan"
166,"The latest covid cluster is not surprising

Tutor
Cleaner
Market shop owner
Food outlet
Company colleague

And now

ktv socialite 

If u just stop and think. Everyone meet everyone in modern world.

So it's not surprising there are many jobs where people are always meeting pple"
167,"I see food court.

Boisterious..

I think a cluster will form from food court.. 

The safe distancing .. will help to some extent.. plus vaccinated population, which is increasing..

So transition period is interesting."
168,"Thousands of people at vaccination centre in Kluang LHDN Building. People are not following SOPs &amp; authorities seem not to be doing anything. Hope there won't be a new cluster due to this. Please take action. Thanks
@KKMPutrajaya @DGHisham @JKJAVMY https://t.co/vN3EwXhdCU"
169,"@DGHisham  every single day, there’s a work place cluster! so what’s the action plan from MKN n KKM to prevent and reduce work place cluster! since May numbers of work places cluster are very high! @KKMPutrajaya @MuhyiddinYassin @IsmailSabri60 https://t.co/I0gRy6BsWO"
170,"Everyone is calculating and looking at the latest update, act accordingly. And then everyone recalculate again.

In short , cluster fuck of theories of mind.

Umno withdraws support for Malaysia PM Muhyiddin, calls for his resignation
https://t.co/athfGtuyJX"
171,Semoga tidak menimbulkan cluster baharu. https://t.co/bH0U9LPJW1
172,How I wish there is a pasar Malam super cluster.
173,Waiting for the announcement of ISC21 Student Cluster Competition… #ISC21
174,"@_drei yah, it’s really great how they handled things here, esp. when we had the big market cluster (it’s next door to us, so most blocks around it got mass tested — really thought i was gonna cruise thru this pandemic w/o getting swabbed but eh)."
175,"Sino na ba ang may pinakamaraming active cases na COVID-19 cluster sa Singapore, as of June 29, 2021? Tignan ang listahan.

Source: https://t.co/umIThGcVYy
#RatedJ https://t.co/S0X02AZPY6"
176,แจกเพราะแถวบ้านดิชัเนคือ community cluster ค่ะซิ้ส บ่ได้แจกทั่วเกาะเด้อ แต่ไม่ว่าจะบ้านอยู่แถวนั้นหรือไม่ นางก้เรียกให้มาเอาหมด รับงง่ายเหมือนแจกใบปลิว ไม่ได้พกบัตรปชชมาก้บอกเลขบัตร ก้คือรับไปโลด อยากให้เมืองไทยง่ายแบบนี้ 🥲
177,"Tree bark. Cluster figs

#treebark #clusterfigtree @ Singapore https://t.co/7AiZPPYKOQ"
178,Aku dah jelak tengok number covid dekat malaysia . Kesian korang yg kene pergi kerja tempat yg ada CLUSTER .NON ESSENTIAL BECOME ESSENTIAL AFTER GOT MITI APPROVAL.advertisement keep mentioning FRONTLINER IS TIRING AND DYING + KAMI SAYANG ANDA DUDUK LAH DIRUMAH . BULLSHIT LOCKDOWN https://t.co/4nHTAJcyyx
179,"@KKMPutrajaya Malaysia lockdown ha ha kelakar . Factory non essential become essential . Senang cerita apa2 NON essential dapat approval MITI je boleh bukak . Advertisement TV “ KAMI SAYANG ANDA , DUDUK LAH DIRUMAH “ padahal kene pergi ke tempat kerja yang ada CLUSTER . Lockdown apa macam ni?"
180,"overheard in my expat gym: “dude my nurse sister in Miami had 500 covid cases in her one ward and she’s laughing at Singapore for going into lockdown for 30 cases in one cluster it’s mad here bruh”

ok but that’s not the flex you think it is?!"
181,This bm cluster doesn’t seem to end.
182,"3 new COVID-19 cases linked to Bukit Merah View cluster, tally now at 73 infections

https://t.co/LQbmMmP3RT"
183,"@_BGJack @mrbrown Don’t get me wrong, I’m all for supporting the hawkers. It’s just concerning because there is a major cluster at 3 hawker centres in the last few weeks despite no dining in, and covid doesn’t just result in deaths - there’s a long term impact to the nervous system."
184,"Bukit Merah View COVID-19 cluster: Virus could have spread via long queues, surfaces in toilets, says MOH

https://t.co/4EbKY1a6a0"
185,"All cases, including unlinked seemed to be Redhill, Tiong bahru, bukit Merah View region.

I wonder if such super cluster can be seeded easily in other estates once it travelled out inevitably. 

Hougang and sengkang escaped the arrow some how.

Is there cause suspected already?"
186,"12 - Jalan Teluk Sengat

OH GOD,, Theres cluster in my hometown 🥺🥺

Hope all my big family there stay healthy &amp; safe 🤧 https://t.co/NFDWMG129X"
