,Text
42,@Kennedy_Clan_MU @Redthing25 @JsCOOPER_94 @BT3398 @UTDNath @City_Xtra FSG made the right investments inspite of the gulf in funds between both title contenders City and Liverpool. Glazers simply got it all wrong and horribly failed trying to pull a Man City and instead became what Bartomeu did to his club from his time
43,"@osipuka New doom your out of ideas, ask for more funds from baas Rupert"
44,"In India, the majority of NBFCs (Non-Banking Financial Corporations) are raising huge amounts of funds (including through PE/VC). We will soon see the results when they default or are managed by PE/VC (like startups) @TConsultingLLP @DeskTcg"
45,@thevivafrei @gofundme Definitely interested to know your opinion if they broke laws in their open cash grab. Their open ended call that funds will be held by them until the project directs the remainder of funds to a charity that they have verified.
46,"If a crime of Criminal Breach of Trust has been committed, depending on your jurisdiction, please call their hotline.

Ask a simple question, can a toy company hold your funds for a preordered Yo-Yo and divert it to another toy it verified/like/approves of without your approval?"
47,Forum: keep prices lower for funds to help
48,"@ANINewsUP @ANI Loan waiver in Rajasthan has been done? Good joke.

BTW, do you use your personal wealth or party funds for these freebies?"
49,"@DesoGames @gofundme there may be lawsuits coming your way! 
On what basis you have stopped access to the funds?
You are not the owner of funds and are merely collecting on truckers behalf."
50,@DB2Guide (1/2) Your BTTC quantity remained safe with us while the trading was disabled. The quantity you held at the time of suspension of trading would have been the same post trading was enabled as well. We ensured that the funds were safe.
51,"Another 100 sejadah for the care packs! Please refer to the poster for the updated items that I’m collecting. Items need to be delivered by 27 February 2022.

I’m still collecting funds to purchase meals for our migrant brothers. Scan the QR code on the poster to donate. https://t.co/u0SuKKXuHJ"
52,"@ANINewsUP Not that you will win but if EVER you do, fund these freebies from your personal and party funds."
53,And the government officials were busy stealing state funds https://t.co/iacjsedv7x
54,@LangelaarBram @chia_project 21M XCH=77M funds means 3$ per XCH prefarmed?
55,"The stolen 120,000 ETH was also made up by Jump Crypto. Wormhole team tries to communicate with hackers to offer $10M white hat reward in exchange for stolen funds #DeFi #Crypto #NFT #ETH https://t.co/QoOPpWOB91"
56,"@DB2Guide Hi, As mentioned previously, we had to suspend BTTC trading to protect our member's funds. Security of members' funds is our utmost priority. We operate ethically and have also ensured that we maintain as much transparency as possible.
If you need further assistance, (1/2)"
57,@vodka_riley @bongbongmarcos Karanasang di magbayad ng tax. At mag-divert ng funds sa bogus ngos at projects. 🤣🤣🤣
58,"if this got content delete before my funds come in this will suck, man https://t.co/jXpOnm7yVp"
59,@RoofHanzo @Moooxbt Nft funds seem to be flowing out
60,"@bityarb While UBI will be helpful for the poorest in fulfilling basic needs, the majority of UBI funds will inevitably flow back to hard assets, such as mega cap tech equities, as they seek a long term SoV. This is evidenced by the government stimmies during the past two years."
61,@visa and @Mastercard what is your policy when a customer has their funds redirected to a beneficiary without their approval/notice?
62,"Ko-fi target now 2% in. Blessed! Hoping to have the funds to repair the broken PC, and recover data. I’ll work hard to put more stuff up soon."
63,Requesting $JUNO funds from the #Stakely Faucet on the Juno blockchain. Request ID: EBITNW9L #privacy https://t.co/zoF98q3LRV
64,"Nxt move whenever that happens, I knw which alts are strong, I will be chomping on them big.

I will not be allocating funds for ' sector diversification',
BIG or stables. https://t.co/PD2cqND4of"
65,@johanstrauss90 They r too busy writing articles bashing China now. Need their hands in the US$300m cookie jar China bashing funds. Puerto Rico news doesn’t pay much
66,Is there an index that tracks against these hedge funds? Just bet against it. #NotFinancialAdvice https://t.co/3CLdKXpprC
67,Requesting $SCRT funds from the #Stakely Faucet on the Secret Network blockchain. Request ID: 1UJJK9IH https://t.co/fUQKsYVmPl
68,"@AuntiesRcool @EmilyZFeng @AbduwelA Maybe, just maybe, the guardians were the ones who brought them there to be groomed to say what they want them to say, and then radicalise them into “freedom fighters / terrorists”. ETIM had connections with the ISIS which later was rebranded to TIP, and US funds them."
69,"@cz_binance 1. ETF of alts, better performing alts with real development and use procure and studied by Binance research team. 

2. Research and studies, price target short, mid and long term.

3. Easier borrowed funds calculations for leverage trading."
70,"@maracepeda @rapplerdotcom She is a Govt official, a Vice President at that. She has access to funds. Why would you give something like that? kahit sabihing at least may binigay, at least give something that is decent. is that the amount of concern for people you say you care about?"
71,Global equity funds see biggest inflow in three weeks https://t.co/L2ZD03tkAk https://t.co/nxGAYINKLl
72,"@scmallaby Wow quite a fall from grace for Kleiner (glad I have ordered your book and waiting for delivery). Agree, however, guessing a little here, if we did the same exercise for PE funds it would be even more stark."
73,@navvyia Thank you for the GA but if possible can we half for primogem and half for funds for something I am trying to save up for?
74,Competitors: Creator Funds Io: connects investors to creators
75,"@ANI Not that you will win but if EVER you do, fund these freebies from your personal and party funds."
76,"@VFirst999 Np, 31 Dec for these 13G filings, to align with 13F filings coming up for all funds (a/o 31 Dec 2021)"
77,"@macks0087 We understand your concern. However, since there was an inorganic trading behaviour observed, we had to disable the trade in the BTTC pairs. Our priority is the security of our member's funds owing to which the halt on trading is implemented as a precautionary measure."
78,"@DKostanjsak How about Haaland and big defenders like Gaya, Mazaroui and De Ligt? One can only dream. If we offload attackers like Memphis, Brathwaite, Grizi, Trincao and Luuk in the summer, we might have some funds for good defenders."
79,Requesting $JUNO funds from the #Stakely Faucet on the Juno blockchain. Request ID: ZYGRNSKD https://t.co/VzqVxVekUx
80,"Zondo refusing Arthur Fraser former DG of SSA to appear before the commission, Ramaposa's voicenote on state funds used for political campaigns  #JSCinterviews https://t.co/jwPXUfzoIk"
81,@GuidoFawkes @Ed_Miliband @Shell Out of a total of £1.9 trillion in UK pension funds. The pensioners will be ok
82,"@Ashish31644595 As informed, the trading was disabled for security and safety reasons and not based on the price of the token. Our priority is the security of our member's funds owing to which the halt on trading was implemented as a precautionary measure to allow the market to (1/2)"
83,Jump Trading replaces stolen Wormhole funds after $430m crypto hack https://t.co/vr3JCYkD7o https://t.co/sxmBTDbLO0
84,Sale of animal-linked NFTs raises conservation funds for South African reserve https://t.co/zm1402rpdh https://t.co/SDS2iKC5ZQ
85,🇨🇳 social media firm for elderly nets $100m in fresh funds https://t.co/X0sfpdNRqm
86,"""An ideal mix of equity &amp; debt-based funding is apt for startups seeking growth.""

Our Co-founder &amp; CEO @anuraktjain spoke about new-age venture financing during the Domestic Funds Roundtable by @IndianVCA

Tune in: https://t.co/x410qkGYxM to understand founder-friendly growth 🚀 https://t.co/UfE3ZyeuUe"
87,@HsakaTrades Can some of y’all move funds to avax
88,"@GuidoFawkes @Ed_Miliband https://t.co/BPSOulnOzJ I don't see any pension funds as top shareholders on this list, though some may be through asset management firms. That said, there's been a lot of news of pension funds divesting from @Shell. The pensioners are probably ok."
89,@HanbenP Congratulations! Goal is to procure one of your art in future when I have the funds
90,@astrokuso Hopefully you can get enough funds. Please take care of yourself and your family 💜😊
91,Danske Bank selection chief: Firms need to go beyond ESG versions of funds https://t.co/vKWcVgOpPQ https://t.co/ZnMC9fmnyk
92,"If our example coin falls and falls and falls, let's say to $0.0001 our liquidity provider would end up in a situation where, when removing their funds would have:

$5k USD
50M token.
Total value $10k

Who was buying the shitcoin the entire fall?
The LP with his $50k deposit /7"
93,"As many Indian startups raise big Series C/D rounds, my article on the top 3 things founders should do once the funds are in .  #startups #unicorn #funding #tech #india
https://t.co/iDWQqJOxmh"
94,@RyanSAdams That because it is blockchain the funds can be traced and recovered. Transparency is the word.
95,"Funds raised will help to drive the SCS programmes and services such as the SCS Cancer Care Fund, SCS Cancer Rehabilitation Centre, SCS Cancer Treatment Fund, SCS Help the Children and Youth Programme and the SCS Welfare Aid. #WorldCancerDay #Givingback #SingaporeCancerSociety"
96,"Remember **checks notes** two months ago, when web2 funds larped that they'd become the biggest investors in crypto"
97,"Imagine hodling EPCM funds for a decade

You gotta be some type of delusional https://t.co/ZC2e8yf8JE"
98,"Crypto platform Wormhole says funds are 'restored' after US$320 million hack

February 04, 2022 1:12 AMWormhole gave no further information on how it retrieved the funds.

https://t.co/zoINP6Cnpu https://t.co/viOXvs4Hvm"
99,"Tech tends to saturate quickly and favor the early movers. Least risk, most upside. Think crypto and NFT.

I wonder if the same has already happened with Venture Capital itself. The biggest portfolios have the biggest startups, potentially stifling future funds and founders."
100,Crypto platform Wormhole says funds are 'restored' after US$320 million hack https://t.co/5LBICxWwA8
101,"@basedkarbon Hello worm hole attacker, please return funds"
102,"Clutch of hedge funds held Meta shares, may have been punished https://t.co/zEHfNprgzm https://t.co/acGL5zrDg4"
103,@WonderyMedia The great Covid funds swindle of South Africa
104,"@univmoney 3. Community is growing fast in Discord over past days

4. Team has been transparent about ops and funds (so far), although they are anonymous (potential🚩 though)
- Liquidity lock: https://t.co/XaLDF3Q0I8
- Migrating lock to TrustSwap (scammers probably wouldn't bother)"
105,Most newly launching projects lack ALL of these. What they have is literally a product with 0 utility. Raise funds first and worry about the rest later. Buyers don’t mind because their “derived utility” is profit potential.
106,"@wormholecrypto This is responsible, hope the hackers return the funds."
107,"@PTI_News Why not? Impose tax on rich, blame industrialists and business community, give reservation based on caste and let merit be damned.

Then run the country with no funds, no knowledgeable / talented people and with help of this machine - https://t.co/REtMR6HqO7"
108,"@Syma1985 @IgniteDAO @moonlet_wallet @pay_zil You can in effect load your same zil wallet across wallet apps with the same recovery phrase - just bear in mind to erase, or log out, and remember which devices you've loaded the phrase on...

Have heard stories of people forgetting to log out and getting their funds stolen..."
109,"In this week's Street Smart—RBI's bond market conundrum and why market regulator SEBI’s position on mutual funds is tricky. 

✍️ @advait_px and @imFmoharkan 

https://t.co/RyPDLoaMRw"
110,"Crypto site Wormhole tells users ""all funds are safe"" after $320 million hack https://t.co/ImfMceINsy https://t.co/9I1pVhisJ6"
111,"@shumbamutasa @Webster_IM What's the relevance of that? You were talking about them lending funds to Africa and you said they do so at punitive rates, which is nonsense because they lend at rates lower than commercial lending rates at home. Why are you changing the subject?"
112,"@ohhshiny i think leadership and accountability towards how their route their funds, their ability to create products that are in a form of utility and that holders of that NFT can be rewarded through a sustainable ecosystem is important. Many projects just talk about P2E but the truth"
113,"Pt 2. Syfe Core Equity100 is a fully-managed portfolio to help you achieve higher long-term returns.

Your money is safe with Syfe. Client funds are held in a trust account in DBS Bank. Investments are held in a custodian account through Saxo Capital Markets. https://t.co/txgK2j3Qau"
114,"Pt 1. Syfe Core Equity100 is a fully-managed portfolio to help you achieve higher long-term returns.

Your money is safe with Syfe. Client funds are held in a trust account in DBS Bank. Investments are held in a custodian account through Saxo Capital Markets. https://t.co/ZZGyk3y8zJ"
115,@_ram_jey I saw only he is asking for party funds through that request
116,@NorthmanTrader Judging from the volumes these big drawdowns in mega cap techs are probably blowing up some levered hedge funds.
117,"#Taiwan's Financial Supervisory Commission (FSC) has said that in order to cooperate with the government's policy of supporting the island's six core strategic industries and assisting these sectors to raise funds,..

#InvestmentManagement #Regulation 

https://t.co/FrPHQhSg2E"
118,"#ViennaTalks
Ashraq Al-Awsat mentions:
Reports indicate that Qatari mediation could conclude a deal for their (US dual nationals held hostage in Iran) release in exchange for $10 billion that Iran would get from funds frozen in South Korea, Japan and Iraq. https://t.co/Lk2EBZcall"
119,"@kasusfactus I have since purchased another $2 bowl that's microwaveable.

I'm bleeding funds."
120,"Ek company batau Kya free mein ..
Market cap 1000 Cr. Hai 
20X Ka potential hai 5 years mein 
Stocks 20-30 % Ka downside Bhi possible hai 
Upside 2000 % ya Usse jyada ..
Isme fyada yeh hai mutual funds Ke kayi criteria Ke wajah se maximum mutual funds isko le nai skate .."
121,"First, who is the builder? 

Many will remember @ZWALL_ZPAINT dApp which has bought lots of fun to @zilliqa ecosystem.

They also identify a security bug in @ZilSwap back in Nov, which led to a whitehat operation, saving lots of funds and keeping the ecosystem SAFU (not SIFU) https://t.co/66Ft9255xt"
122,"@suitcaseindian Oh where do I even start on the why. 😀 I can write pages. 

I’ll just say this: Hyderabad’s roads were dirty already by early 90’s. Then they had that big project to build flyovers using funds from regularising illegal structures. That basically meant two things:"
123,"@tricknole @ajunjahi @harmonyprotocol The only bad thing we knew for sure was that Kuyawa was unmotivated. Beyond that, there was no indication he had any illegal access to funds. That's the problem I have with statements like yours. You insinuate that we knew he was going to rug, we didn't."
124,"@ASHISHP75913194 Yes, be assured your funds are safe."
125,"2/ That's why only 2 weeks ago, the @NEARProtocol team announced they had successfully closed a funding round, raising $150m from investors including @dragonfly_cap, @a16z, @AlamedaResearch and @circlepay 💸💰 

These funds will be used to accelerate the adoption of #web3 🚀🙌"
126,"@rzubek @LukeD But, performing KYC on wallet addresses is fairly straight forward using providers like @Sumsubcom? AML is similarly manageable, and arguably source of funds analysis is easier on blockchain. Wrt to the various laws, you can use your KYC data to prevent cross border txs?"
127,"Think before you have kids. Invest in real green funds. Go on a planet-based diet. Stop buying new stuff. Don’t wishcycle, freecycle. Stop watching (so much) porn. @ecobusinesscom suggests 22 ways you can live your best life in 2022. https://t.co/JPEyTDu0MS #YearOfTheTiger"
128,"Sovereign wealth funds showed a strong appetite for Indian tech firms last year, with three making it to the top 10 anchor investor list, including both tech and non-tech IPOs, according to a Forbes India report. 4/5"
129,"The Mars Panda NFT Charity Auction in support of UNHCR aims to raise awareness and funds to provide humanitarian assistance to vulnerable displaced Afghans amidst increasingly challenging times. 

AUCTION IS LIVE on https://t.co/TuGkvLqrO9

#afgNFTan #marspandaworld #NFTauction"
130,"@Zadz32345636 2/ So it would take a significant amount of them to get hacked (at full capacity, and all covered wallets to be affected), for it to significantly use any staked funds in InsurAce!"
131,Stock markets’ selloff in January dealt double-digit losses to a swath of hedge funds investing in technology and other fast-growing companies https://t.co/ZWYM87brTA via @WSJ
132,"the streams for the rest of the month will be charity streams! $2 from every sub and 50% of every donation will be donated to charity.

i havent thought of a charity yet so please do give some suggestions!

if you dont have spare cash, you can also exercise to raise funds :) https://t.co/2jzpOT1j2w"
133,@skynetcap so if a few funds agree to market make on solana for foreseeable future can probably get away with a slow replenish of the eth..
134,"@skynetcap Would love to understand the logic behind what is happening; realistically, probably only need about 30% available in the bridge for withdrawal, all the remaining weth will probably remain across the bridges (and is bankrolled anyway by much bigger funds).."
135,"Long Thread:
I've kept quiet about the negativity towards @ARKInvest &amp; @realMeetKevin , I don't think I can anymore.

Here is a true story from 2017. I was an idiot and laughed at @BillAckman losing billions. Loses on Valeant and HLF took his funds down 50%."
136,"@rupasubramanya You should Funds them for the gas #TruckersForFreedom2022  and tell them to go home to their families, and let the downtown residents back to their life."
137,"Both of them went on to be conventionally successful, I hosted a free clinic for people with trauma for 5 years, out of my pocket. No Govt funds and no public donations."
138,"@cobie They deserve it. Bastards were arrogant with their ebay users, especially sellers who got fu ked by them..karma is a bitch when it bites.. i got scammed, they refused to help. Had my ombudsman to come into the dispute for my funds return to me.."
139,"@MeepleDad when i first started: close a winning trade -&gt; add funds to try save losing trade  -&gt; get emotional, refuse to accept the loss -&gt; add more -&gt; end up losing a shit ton more than if i just took the initial loss, winning trade might even make up for it. but we live &amp; we learn."
140,"@mhofela_mhofu @marvin_charles_ @Jewels_MsJay @MacBelts @Jamwanda2 @kyrantitterton @JobSikhala1 @enkudheni @adv_fulcrum @thabanimnyama @LynneStactia 1. Whatever each of us ""knows about funding"", the fact is plain and simple - Afreximbank says CLEARLY on their press release who came up with the funds, so we don't need to debate it because it's clear as day for everyone to see. You're just in denial because it doesn't fit your"
141,@PTI_News Basically promoting socialism? More tax on hard working individuals and use the funds to offer freebies to the poor.
142,@WeLoveVultures Breaks my heart to see this beautiful bird in such an awful situation. I know you are all doing your best and I have my fingers crossed. Pls DM me about the best way to transfer funds. Hubby and I adopted Amala; want to help this one too.
143,@Harryvoicey @Prince_COTI My mobile app doesn't show treasury funds but the website does. I guess there will be an app update soon?
144,@JellyBearArmy @AsierVailo @kucoin didn't see it as hacking. I still using my account normally and my funds are still there. They could be the victims of phishing sites. I recall a friend telling me that there were fake links that others thought as real ones. I suppose we should be more cautious next time.
145,"$2m Bug Bountry offered to Hackers - Crypto finance firm, Qubit, offers bounty in exchange for stolen funds https://t.co/ty36CA318R"
146,Active Managers Fail Again as Stock Rotation Lashes Hedge Funds https://t.co/WJetAL5xN5
147,Requesting $SOL funds from the #Stakely Faucet on the Solana blockchain. Request ID: MO3RWEGS https://t.co/FyyN63Navo
148,@RicosTrade @theKIDReturns @NorroQ U guys still have funds to load other stocks!?🤣
149,"Uwais and I are planning on raising funds for a cause that is close to our hearts to end the year. We’re leaning towards the idea of being homeless in Singapore for 48 hours, only having our phones and a water bottle while documenting the process to raise awareness as well."
150,@garyblack00 Last day to load $TSLA and the hedge funds wanna get caught with their pants down?
151,"@balajis Adding on, I think Alameda, @DeFianceCapital and Three Arrows Capital are other examples of new entrant, crypto hedge funds."
152,Just when I managed to gather funds and reach @Sony store in Singapore to upgrade with #a7m4 found the stocks to have been depleted. Disappointed. This would have been my last memory in Singapore before departing. @SonyAlpha missed by a day.
153,Its a different feeling being able to buy first hand items for your company that you built using company funds and paying your people with company funds. When we started everything was from our pocket eh @waizeeer . Alhamdulillah
154,"@intocryptoverse We need new funds, new investors worldwide. Is BTC futures the culprit?"
155,"@realpolkabridge we bought and followed thru since early, u change to tier guaranteed which is good but u just increase the stake from min 500 to 10k when crypto is all red, and expect followers to continue put in fresh funds of 20-30k instead of giving the 500pbr stakers a small portion 1/2."
156,"I’m switching off! stocks down, crypto down. I haven’t looked but I’m guessing some funds I’m in down. In other news there is a new series of wicked tuna on Disney plus. That’s my focus right now!"
157,@JohnDoe8252 @MartySilkHack Well for those of us coming from overseas to visit our families - we don’t have unlimited time &amp; funds to be spending on rural quarantine either. Our $$$ will be spent in NSW - asking our Qld family to visit us there
158,"How to be an achiever: 1 Right busyness 2 Ascending heights 3 Strong funds 4 Lifelong learning 5 Good team 6 Legacy 7 Champion and Winner, https://t.co/0vn9srKasB https://t.co/6f5SvYFoSo"
159,"@james00000001 @sidherian @Endtravelbans22 @aus_forum @strandedaussies Anyway, I’ve been blocked. Onshore Australians think off shore Australians aren’t “real” Australians &amp; have unlimited funds &amp; time to undertake quarantine every time we want to see our families. We are broken &amp; there’s not a lot of empathy or real solutions for us"
160,@yow_ph Uu nag lagay sila unlimited funds 😝
161,Guess who found out that his Patreon’s funds was never cashed out since Day 1? 🤦🏻‍♂️
162,@ell_eleza It cost my partner close to SGD$24k inclusive of 2 weeks ICU. Lucky that time our MOH in SG paid like SGD13K of it and the rest was insurance and funds.
163,"@killerbee3039 @Pentropy Hi! From the looks of it, yes! However, we combine personal finance (budgeting/expenses) and look for more ways for you to save (besides spare change) and ultimately invest. 

Also, instead of managing your funds ourselves, your money will be channeled to existing robo-advisors!"
164,@tsuvik Ohhh. Let’s shed a tear for the poor equity funds …
165,anyone wanna get my preloved clothes PM me I want funds to get new ones 😂 #singapore #preloved #fashionnova https://t.co/gyzbeTzT7W
166,The squad value you gained isn’t really yours if it’s from Mo Salah cos you’re never gonna drop him for funds. #fpl
167,"มาอยู่สิง ถึงค่าครองชีพจะแพงหูดับ หักค่าที่อยู่ หักเงินให้ที่บ้านที่ไทยแบบอยู่สบาย หักค่าชอปปิ้งรายเดือนของตัวเอง หักEmergency funds หักsavings แล้วก็ยังเหลือใช้แบบสบายๆ 

อยู่กทมไม่ต้องพูดถึง เลือดตากระเด็น ยิ่งเราเป็นคนต่างจังหวัด ผ่อนคอนโด ค่าเดินทาง ค่าสังคม ไม่มีค่ะเงินเก็บ https://t.co/1Ap0p8ZKFY"
168,"weekly series. We discuss #altcoinsinvesting, why layer 2s are attractive bets, scarcity of #Web3 talent pool, attention and legitimacy for projects, TikTok entering the #NFTgame and creator funds at length, and weigh in on what the future holds...both the good and the bad."
169,"@FlaTesla agree.
Those who were afraid to plunge to TSLA initially and bought ARKK instead were wise, and when found the courage to ditched the fund, it’s fine. But to bitch Cathie because she follows their funds rule is not being fair. Just saying.
@WholeMarsBlog https://t.co/fhKz7ljY6f"
170,"@sheldon6600 For wish they have to consider 3 things first one to fill cfo post, 2nd one junk products 3rd one bring brands and improve logistics like amazon. Customer satisfaction level right now is negative that’s why retail not buy and big hedge funds manipulating stock price easily"
171,"Would also give nearly 5% voting rights. In the bigger scheme of things it’s a small amount for VC, private equity, hedge funds and institutional. They would probably buy more too."
172,HEDGE FUNDS MOST BULLISH ON 10Y TREASURIES SINCE 2017
173,"City-led Green Recovery Boosted by $267BN G7 Stimulus Funds, But More Needed https://t.co/sGPJB90ypO"
174,"I believe that economists are studying whether the China property markets have reached their “Minsky Moment” or not, as the collapse of the market will involve pension funds in some countries."
175,"Aspire more funds, a top MBA, a condominium, fine dining, a private jet, space travels and a billion dollars legacy? Ride the tiger https://t.co/sB7TKunn7K"
